NPL_STATUS,NPL_STATUS_DATE,LATITUDE,LONGITUDE,FEDERAL_STATUS,LAST_UPDATED
Currently on the Final NPL,11/21/89,41.6095,-71.47422,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,64.67145,-147.0492,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,39.29945,-84.68833,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,43.1127,-78.9995,G (General or Non-federal),2/27/14
Currently on the Final NPL,11/21/89,42.53611,-71.59611,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,47.1142,-122.5365,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,43.52938,-112.9435,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,30.22111,-81.68277,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,33.90638,-117.2557,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,31.55721,-84.055,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,37.86333,-109.3483,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,39.6264,-84.2862,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,45.05883,-93.27366,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,41.56445,-71.29346,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,35.92471,-84.39013,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,41.65166,-70.52138,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,30.35722,-87.28305,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,44.6575,-73.46471,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,33.34888,-81.73778,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,38.26445,-121.9332,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,37.72229,-122.36732,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,33.30695,-111.6519,F (Federal),2/27/14
Currently on the Final NPL,10/4/89,40.03181,-75.6032,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,39.4606,-76.1414,F (Federal),2/27/14
Currently on the Final NPL,10/4/89,30.4512,-87.2256,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,42.24955,-84.7195,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,46.65693,-122.9689,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,41.98055,-73.04722,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,42.74903,-84.54333,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,41.63306,-76.38916,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,35.47778,-83.00416,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,43.22638,-72.43971,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.56013,-74.53611,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,35.20306,-118.822,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,37.51416,-78.51666,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,34.71778,-77.34291,F (Federal),2/27/14
Currently on the Final NPL,10/4/89,33.64346,-105.8647,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,28.60138,-81.3,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.1241,-75.4194,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,39.1279,-94.4722,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.31721,-75.69166,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,38.48333,-77.96,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,39.1558,-75.5277,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,41.48111,-72.68138,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.82943,-75.9975,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,41.9953,-91.67138,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,37.2326,-121.7748,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,31.56583,-84.05388,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,36.70416,-119.8261,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,41.66528,-71.92416,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,35.12611,-79.40666,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,47.6729,-117.3441,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,46.7011,-119.4829,F (Federal),2/27/14
Currently on the Final NPL,10/4/89,46.56333,-119.6049,F (Federal),2/27/14
Currently on the Final NPL,10/4/89,46.3703,-119.2752,F (Federal),2/27/14
Currently on the Final NPL,10/4/89,41.4364,-122.3707,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.64153,-77.47528,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,37.3988,-122.0882,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,36.29971,-78.60638,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,42.68721,-111.5736,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,44.2568,-85.4226,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,41.7068,-87.9422,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,33.91958,-81.07416,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,41.70166,-97.69,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,37.31861,-121.8644,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,35.31763,-87.75861,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,31.4289,-83.5017,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,33.84833,-118.2983,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,33.46166,-111.9708,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,35.6322,-80.5412,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.1996,-75.0642,F (Federal),2/27/14
Currently on the Final NPL,10/4/89,47.6946,-122.622,F (Federal),2/27/14
Currently on the Final NPL,10/4/89,40.29388,-75.29778,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.6332,-75.5611,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.23208,-75.61416,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,34.40416,-118.9028,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,41.84975,-72.44791,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,38.69166,-87.50166,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.17971,-75.09861,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.20346,-75.58903,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,39.89416,-105.2017,F (Federal),2/27/14
Currently on the Final NPL,10/4/89,41.47083,-71.49166,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,43.5145,-89.8775,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,36.86055,-76.58166,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,39.5206,-74.9491,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,38.75971,-90.36041,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,27.92916,-82.20916,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,37.3773,-121.9719,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.85056,-75.88111,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,42.15805,-75.81193,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,44.21444,-69.18902,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,40.7704,-111.9055,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,26.1444,-80.1847,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,42.2923,-88.4402,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/4/89,39.8071,-84.0697,F (Federal),2/27/14
Currently on the Final NPL,3/31/89,34.7414,-77.3666,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,35.1384,-79.4472,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.73943,-84.58778,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.9875,-85.03,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,36.445,-93.1964,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.92221,-73.19778,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.54583,-75.125,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,43.20936,-86.11746,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.87806,-73.15013,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,39.46721,-76.26195,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,41.0335,-75.3438,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.7495,-73.4195,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.47416,-86.15629,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.55361,-78.35445,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,41.7132,-86.1926,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.13278,-76.60818,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,34.9359,-82.21659,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,35.55958,-77.07445,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.8358,-71.6554,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,41.69583,-86.0875,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,39.51903,-74.94945,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.44638,-74.28611,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,37.7243,-77.5857,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,43.45953,-88.55413,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.59541,-75.34094,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,47.095,-122.2878,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.40638,-74.60278,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.241,-89.098,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.8178,-73.1829,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.6556,-83.0959,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.0363,-74.694,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,35.8463,-78.8406,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,41.1475,-85.91721,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,34.79778,-85.37778,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.8608,-73.6432,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,34.9805,-81.6685,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,37.6591,-120.9964,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,44.25555,-88.43,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,34.17181,-117.3131,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.3108,-75.3252,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.2721,-75.2451,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.24833,-75.29563,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.21806,-75.27888,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.7547,-84.7677,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,37.8438,-96.8574,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.75,-75,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,34.2846,-78.1578,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,37.63583,-77.50361,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.59166,-76.17528,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,30.2074,-96.1357,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.2577,-75.243,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,29.67888,-95.39861,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.23068,-89.07111,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,39.94443,-75.76806,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,31.61736,-84.18166,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,43.9944,-90.522,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.86166,-71.39361,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,38.04778,-85.76833,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,41.9832,-88.2712,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,40.745,-81.09,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,37.4727,-120.8239,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,35.9025,-87.35319,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/31/89,42.38888,-87.84861,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/13/89,33.65943,-85.96943,F (Federal),2/27/14
Currently on the Final NPL,3/13/89,39.12778,-75.46666,F (Federal),2/27/14
Currently on the Final NPL,3/13/89,47.62833,-117.6462,F (Federal),2/27/14
Currently on the Final NPL,3/13/89,41.3662,-88.0772,F (Federal),2/27/14
Currently on the Final NPL,3/13/89,40.0075,-77.64,F (Federal),2/27/14
Currently on the Final NPL,3/13/89,32.5422,-93.421,F (Federal),2/27/14
Currently on the Final NPL,3/13/89,42.21,-90.31333,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,33.3381,-86.3268,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,44.597,-87.4912,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,37.3777,-121.9777,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,35.2996,-89.6577,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,40.3984,-75.5933,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,47.76471,-122.7008,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,41.79736,-75.88625,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,43.90634,-69.93398,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,41.3268,-75.7899,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,41.03138,-75.84166,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,37.418,-77.415,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,35.04945,-79.02083,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,35.06333,-78.845,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,37.36736,-120.5636,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,34.8925,-79.8375,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,40.92333,-98.4925,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,40.05818,-74.92589,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,40.8907,-74.1035,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,40.90333,-74.5775,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,37.4189,-77.4485,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,36.66583,-79.34861,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,40.7153,-73.6777,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,38.04471,-78.78638,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,43.23333,-75.41666,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,42.9089,-89.1832,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,28.03028,-80.60138,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,33.36833,-112.7483,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,41.12833,-111.955,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,42.835,-87.88,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,41.3762,-88.1563,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,39.72445,-77.03611,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,39.103,-94.2783,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,37.68806,-121.7047,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,39.9957,-77.6444,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,33.4344,-94.2483,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,42.96388,-73.75833,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,38.55695,-121.2972,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,38.66,-121.3994,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,35.86778,-88.69611,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,37.41138,-122.0522,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,37.3816,-121.9968,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,45.99,-112.5483,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,42.98958,-71.17318,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,37.37528,-121.9989,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,40.02971,-74.36916,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,38.5775,-75.28306,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,34.09806,-117.2372,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,38.06388,-97.85138,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,41.26666,-112,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,39.705,-80.84166,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,42.2692,-88.836,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,25.9926,-80.1696,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,40.50278,-75.16888,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,42.25278,-75.24916,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,46.6608,-95.0298,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,32.61998,-83.58207,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,42.53666,-85.85,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,39.83556,-104.8842,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,40.98278,-72.3,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,38.52028,-121.3958,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,37.69319,-89.01472,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,37.82916,-121.2672,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,43.0563,-92.6631,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,44.68968,-90.26561,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,39.59958,-75.63583,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,37.4108,-122.0797,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,35.41397,-97.40149,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,43.9927,-90.5004,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,45.83611,-119.45,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,33.95,-118.055,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,38.69694,-90.72499,F (Federal),2/27/14
Currently on the Final NPL,7/22/87,40.04193,-75.89806,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,39.64166,-76.09,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/87,47.62166,-122.5167,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,37.3825,-122.0086,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,35.61,-88.8355,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.82305,-73.64669,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,38.92556,-78.21166,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,36.049,-119.0201,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,36.60333,-89.98,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.51943,-76.00138,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,35.4096,-80.6093,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,43.1191,-78.1103,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,35.20888,-81.52833,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,41.80833,-71.53471,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.0175,-74.9862,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.7576,-73.4432,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,43.00111,-70.81721,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,42.16041,-75.58945,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,41.60056,-75.065,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.08493,-74.8892,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,39.53333,-106.3917,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,42.08611,-76.08611,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,43.2172,-78.4417,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,41.075,-85.06666,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,44.795,-93.29333,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.4424,-74.4412,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.7745,-73.0647,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,43.00333,-85.67833,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,39.71861,-75.53721,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.58333,-98.38333,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,42.75388,-71.04666,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,41.77111,-73.90806,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,41.68806,-74.03888,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.7575,-73.50416,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,39.85305,-77.20611,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,45.68833,-111.0217,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.96833,-81.40416,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,37.3962,-122.0566,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,37.3737,-121.9717,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,37.3756,-121.9801,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,33.68888,-86.63333,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,35.27583,-81.04111,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,43.04306,-74.39306,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,39.2956,-76.5419,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,33.41666,-94.065,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,45.06441,-93.26836,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,38.23611,-77.4325,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,41.78778,-90.29263,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,39.20111,-94.3925,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,44.17333,-87.84166,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.72625,-73.44888,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,45.97853,-94.85663,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,38.2608,-83.5692,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,47.57916,-117.2111,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,41.62278,-87.40861,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,35.025,-93.20388,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,47.38,-122.2933,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,41.74681,-92.89306,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,39.96056,-76.5925,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.18528,-74.11971,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,42.76083,-84.535,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,45.635,-109.2475,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.99,-76.64166,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,44.8601,-91.452,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,41.4643,-74.2447,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,38.695,-90.15833,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,41.88028,-85.19333,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,35.80181,-78.71358,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,29.80666,-95.34916,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,47.7275,-117.4828,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,31.88166,-102.4033,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,34.03333,-118.10555,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,39.60333,-79.97971,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,42.15833,-89.05666,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,27.9708,-82.3404,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,29.92,-94.68806,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.7474,-111.9436,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,40.7158,-73.4253,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,36.96305,-89.55721,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,37.3975,-122.0533,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,42.1049,-75.9922,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,42.5055,-73.2748,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,42.2292,-85.5443,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,34.19,-118.3514,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,34.16313,-118.286,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,34.11208,-118.2539,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,39.71658,-84.20153,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/10/86,41.75555,-73.56138,G (General or Non-federal),2/27/14
